,"0_CDRJ","L019","L318","L502","L135",1000,"L096","L100","L503","L594","L012","L662","L570","L685",1033,"L767","L463","L022","L359","L977",5022,"L057","L886",1021,"L774",1082,"L523","L449","L529","L759","L839",5420,1108,1240,5412,"L650",5009,5208,9112,9314,9141,"L095","L032",1073,1266,1451,"L175","L164","L508","L010","L230","L653","L020","L281",1012,"L858",1444,"L227",1062,"L025","L606","L602",5223,"L157","L663","L121","L713","L077",5270,"L709",9982,9119,9146,9968,9099,9501,9283,9326,9188,9970,9035,"L003","L067","L131","L069","L540","L583","L526",5275,"L509",1175,"L090","L777","L560","L900","L005","L536",9139,9246
"L175",1.02527777777778,3.32583333333333,1.85805555555556,0.848333333333333,0.771111111111111,0.550555555555556,0.839166666666667,0.715555555555556,0.906111111111111,1.23916666666667,1.85,0.996111111111111,2.00111111111111,0.95,2.47611111111111,1.02,1.53944444444444,0.680277777777778,1.01222222222222,0.620833333333333,1.16388888888889,1.72805555555556,1.05888888888889,1.15055555555556,0.791388888888889,1.06527777777778,1.18833333333333,1.20166666666667,1.12777777777778,1.07611111111111,1.15194444444444,1.26222222222222,1.00305555555556,1.01666666666667,0.790833333333333,1.955,1.04166666666667,1.19194444444444,1.16638888888889,1.07083333333333,1.12111111111111,0.791388888888889,1.06527777777778,1.20111111111111,1.18583333333333,1.03944444444444,0,0.764722222222222,0.936944444444444,0.846388888888889,0.822777777777778,0.231944444444444,0.214166666666667,3.02111111111111,0.861944444444444,1.09833333333333,0.906666666666667,1.09277777777778,1.00861111111111,0.838611111111111,0.635833333333333,0.421111111111111,2.25722222222222,2.44222222222222,3.27611111111111,3.32944444444444,0.701944444444445,1.40027777777778,1.08722222222222,1.19138888888889,1.19333333333333,1.04916666666667,1.11111111111111,1.425,1.16361111111111,1.10916666666667,1.15972222222222,1.14388888888889,0.466944444444444,1.23333333333333,1.90361111111111,1.79694444444444,2.25583333333333,1.04833333333333,3.39472222222222,3.17194444444444,1.54916666666667,1.87222222222222,1.175,1.94694444444444,1.10916666666667,3.295,0.851111111111111,1.30027777777778,1.18833333333333,0.859722222222222,1.12388888888889,1.00333333333333,1.04666666666667
"L164",0.507222222222222,3.53444444444444,1.62944444444444,0.418333333333333,0.728611111111111,0.396666666666667,0.685277777777778,0.289722222222222,0.7525,0.978611111111111,1.61055555555556,0.448055555555555,1.76166666666667,0.796388888888889,2.24777777777778,0.791666666666667,1.31111111111111,0.084722222222222,0.858611111111111,1.0975,0.903055555555556,1.49944444444444,0.830277777777778,0.921944444444444,0.548611111111111,0.836666666666667,0.927777777777778,0.973055555555555,0.899444444444444,0.815555555555556,0.891388888888889,1.03388888888889,0.849166666666667,0.862777777777778,0.5625,1.70472222222222,0.813055555555555,0.931388888888889,0.937777777777778,0.842222222222222,0.892777777777778,0.548611111111111,0.836666666666667,0.940277777777778,0.925277777777778,0.810833333333333,0.791666666666667,0,0.783333333333333,0.554166666666667,0.669166666666667,0.902777777777778,0.593888888888889,2.79277777777778,0.708055555555555,0.87,0.358611111111111,0.864444444444444,0.750833333333333,0.573888888888889,0.4075,0.580555555555556,2.01805555555556,2.19388888888889,3.0475,3.10083333333333,0.433611111111111,1.17194444444444,0.858888888888889,0.930833333333333,0.965,0.895555555555555,0.8825,1.19666666666667,0.903055555555556,0.880833333333333,0.898888888888889,0.883333333333333,0.843333333333333,1.00472222222222,2.11222222222222,1.54861111111111,2.01638888888889,0.819722222222222,3.16638888888889,2.94333333333333,1.32055555555556,1.64361111111111,0.926388888888889,1.70777777777778,0.880555555555556,3.06638888888889,0.602777777777778,1.07166666666667,0.927777777777778,0.705833333333333,0.895277777777778,0.775,0.818055555555556
"L508",0.9025,3.67972222222222,1.42472222222222,0.732777777777778,0.296388888888889,0.470555555555556,0.169444444444444,0.656111111111111,0.192777777777778,0.426111111111111,2.00611111111111,0.982777777777778,2.15722222222222,0.236666666666667,2.04305555555556,0.586944444444444,1.10638888888889,0.657777777777778,0.224166666666667,0.988611111111111,0.457777777777778,1.29472222222222,0.625555555555555,0.648611111111111,0.494166666666667,0.632222222222222,0.541111111111111,0.768611111111111,0.694722222222222,0.506388888888889,0.575,0.829166666666667,0.215,0.228611111111111,0.505,2.1,0.608333333333333,0.628055555555556,0.733055555555556,0.637777777777778,0.688055555555555,0.494166666666667,0.632222222222222,0.617777777777778,0.494166666666667,0.406111111111111,0.933333333333333,0.741944444444444,0,0.654722222222222,0.256388888888889,0.856388888888889,0.739166666666667,2.58805555555556,0.125277777777778,0.537222222222222,0.851666666666667,0.659722222222222,0.605277777777778,0.5025,0.583611111111111,0.725833333333333,2.41333333333333,2.23416666666667,2.84277777777778,2.89638888888889,0.589166666666667,0.967222222222222,0.626944444444444,0.544166666666667,0.760277777777778,0.261111111111111,0.662222222222222,0.991944444444444,0.516388888888889,0.645555555555555,0.453611111111111,0.566944444444444,0.901111111111111,0.8,2.2575,1.58888888888889,2.41194444444444,0.615,2.96166666666667,2.73888888888889,1.11611111111111,1.43888888888889,0.966944444444444,2.10305555555556,0.676111111111111,2.86166666666667,0.643055555555556,0.867222222222222,0.541111111111111,0.067222222222222,0.690555555555556,0.389166666666667,0.613333333333333
"L010",0.441944444444444,3.61055555555556,1.31111111111111,0.250833333333333,0.805,0.473055555555556,0.617222222222222,0.220555555555555,0.571388888888889,0.651944444444444,1.54527777777778,0.521944444444444,1.69638888888889,0.644444444444444,1.92916666666667,0.465555555555556,0.9925,0.499722222222222,0.739166666666667,1.17388888888889,0.576388888888889,1.18111111111111,0.510555555555556,0.596111111111111,0.46,0.510833333333333,0.601111111111111,0.653333333333333,0.579444444444444,0.488888888888889,0.564722222222222,0.715277777777778,0.754722222222222,0.738333333333333,0.254444444444444,1.63944444444444,0.495555555555556,0.604722222222222,0.619166666666666,0.519722222222222,0.572777777777778,0.46,0.510833333333333,0.613611111111111,0.598611111111111,0.528333333333333,0.868055555555556,0.545833333333333,0.687777777777778,0,0.565,0.978888888888889,0.67,2.47416666666667,0.6225,0.564444444444444,0.390833333333333,0.544444444444444,0.424166666666667,0.343333333333333,0.263333333333333,0.656666666666667,1.95277777777778,1.86722222222222,2.72916666666667,2.7825,0.228888888888889,0.853333333333333,0.533055555555556,0.604166666666667,0.646388888888889,0.776111111111111,0.562777777777778,0.878055555555556,0.576388888888889,0.560833333333333,0.572222222222222,0.556666666666667,0.919722222222222,0.686111111111111,2.18861111111111,1.22194444444444,1.95111111111111,0.496944444444444,2.84777777777778,2.625,1.00222222222222,1.325,0.509722222222222,1.6425,0.560833333333333,2.74805555555556,0.213888888888889,0.753333333333333,0.601111111111111,0.620277777777778,0.575555555555556,0.473611111111111,0.495277777777778
"L230",0.8675,3.58666666666667,1.38972222222222,0.697777777777778,0.470277777777778,0.343055555555555,0.246388888888889,0.587777777777778,0.186944444444444,0.595277777777778,1.97083333333333,0.880555555555556,2.12194444444444,0.260277777777778,2.00805555555556,0.551944444444444,1.07138888888889,0.564722222222222,0.393333333333333,1.1625,0.626666666666667,1.25972222222222,0.590555555555556,0.570277777777778,0.284722222222222,0.620833333333333,0.694166666666667,0.733333333333333,0.659722222222222,0.581944444444444,0.657777777777778,0.794166666666667,0.383888888888889,0.397777777777778,0.469722222222222,2.065,0.573333333333333,0.697777777777778,0.698055555555556,0.602777777777778,0.653055555555556,0.284722222222222,0.620833333333333,0.706666666666667,0.663333333333333,0.371111111111111,0.844166666666667,0.648888888888889,0.316944444444444,0.619722222222222,0,0.955,0.646111111111111,2.55305555555556,0.251666666666667,0.467222222222222,0.791111111111111,0.624722222222222,0.570277777777778,0.467222222222222,0.485555555555556,0.648888888888889,2.37833333333333,2.19916666666667,2.80777777777778,2.86111111111111,0.576388888888889,0.932222222222222,0.556666666666667,0.697222222222222,0.725277777777778,0.430277777777778,0.642777777777778,0.956944444444444,0.669444444444444,0.641111111111111,0.6225,0.649722222222222,0.895833333333333,0.765,2.16472222222222,1.55388888888889,2.37694444444444,0.58,2.92666666666667,2.70361111111111,1.08083333333333,1.40388888888889,0.931944444444444,2.06805555555556,0.640833333333333,2.82666666666667,0.608055555555556,0.831944444444444,0.694166666666667,0.249444444444444,0.655555555555556,0.354166666666667,0.578333333333333
"L653",1.2275,3.43277777777778,2.06027777777778,1.05055555555556,0.667777777777778,0.752777777777778,0.956388888888889,0.917777777777778,0.984722222222222,1.17138888888889,1.97583333333333,1.19833333333333,2.12694444444444,1.02888888888889,2.67833333333333,1.22222222222222,1.74166666666667,0.8825,0.969444444444444,0.694166666666667,1.20305555555556,1.93027777777778,1.26111111111111,1.35277777777778,0.993611111111111,1.2675,1.28611111111111,1.40388888888889,1.33027777777778,1.25166666666667,1.32027777777778,1.46444444444444,0.960277777777778,0.973888888888889,0.993055555555556,2.08111111111111,1.24388888888889,1.37333333333333,1.36861111111111,1.27305555555556,1.32361111111111,0.993611111111111,1.2675,1.36305555555556,1.23944444444444,1.19805555555556,0.235555555555555,0.966944444444444,0.892222222222222,1.04861111111111,1.025,0,0.367777777777778,3.22333333333333,0.917222222222222,1.30083333333333,1.10888888888889,1.295,1.21083333333333,1.04083333333333,0.838055555555555,0.623333333333333,2.38333333333333,2.64444444444444,3.47833333333333,3.53166666666667,0.904166666666667,1.60277777777778,1.28944444444444,1.28944444444444,1.39583333333333,1.00638888888889,1.31333333333333,1.62722222222222,1.26166666666667,1.31138888888889,1.19861111111111,1.31194444444444,0.606944444444444,1.43555555555556,2.01083333333333,1.99916666666667,2.38194444444444,1.25055555555556,3.59694444444444,3.37416666666667,1.75138888888889,2.07444444444444,1.37722222222222,2.07305555555556,1.31138888888889,3.49722222222222,1.05333333333333,1.5025,1.28638888888889,0.859166666666667,1.32611111111111,1.18111111111111,1.24888888888889
"L020",0.947777777777778,3.19388888888889,1.78055555555556,0.771111111111111,0.805,0.473055555555556,0.761666666666667,0.638333333333333,0.828888888888889,1.16194444444444,1.71861111111111,0.918888888888889,1.86972222222222,0.872777777777778,2.39888888888889,0.942777777777778,1.46222222222222,0.603055555555556,0.935,0.726388888888889,1.08638888888889,1.65083333333333,0.981666666666667,1.07333333333333,0.714166666666667,0.988055555555555,1.11111111111111,1.12444444444444,1.05055555555556,0.998888888888889,1.07472222222222,1.185,0.925555555555555,0.939166666666667,0.713611111111111,1.82388888888889,0.964166666666667,1.11472222222222,1.08888888888889,0.993611111111111,1.04388888888889,0.714166666666667,0.988055555555555,1.12361111111111,1.10861111111111,0.962222222222222,0.198055555555555,0.687222222222222,0.859722222222222,0.769166666666667,0.745555555555556,0.308888888888889,0,2.94388888888889,0.784722222222222,1.02111111111111,0.829444444444444,1.01555555555556,0.931111111111111,0.761111111111111,0.558611111111111,0.500277777777778,2.12611111111111,2.365,3.19888888888889,3.25222222222222,0.624444444444444,1.32305555555556,1.01,1.11416666666667,1.11611111111111,0.971944444444444,1.03361111111111,1.34777777777778,1.08638888888889,1.03194444444444,1.08222222222222,1.06666666666667,0.502777777777778,1.15583333333333,1.77166666666667,1.71972222222222,2.12444444444444,0.970833333333333,3.3175,3.09472222222222,1.47194444444444,1.79472222222222,1.09777777777778,1.81583333333333,1.03194444444444,3.21777777777778,0.773888888888889,1.22305555555556,1.11111111111111,0.782222222222222,1.04638888888889,0.926111111111111,0.969166666666667
"L281",2.76888888888889,5.84361111111111,2.15888888888889,2.57777777777778,2.84444444444444,2.70611111111111,2.62055555555556,2.5475,2.57444444444444,2.57916666666667,3.87222222222222,2.84916666666667,4.02333333333333,2.64777777777778,0.639166666666667,2.36,1.89583333333333,2.73277777777778,2.66638888888889,3.40666666666667,2.50361111111111,1.46722222222222,2.39888888888889,2.49055555555556,2.59805555555556,2.40527777777778,2.52833333333333,2.54166666666667,2.46777777777778,2.41611111111111,2.49194444444444,2.24666666666667,2.75805555555556,2.66555555555556,2.38416666666667,3.9125,2.38194444444444,2.53194444444444,2.15055555555556,2.41083333333333,2.46111111111111,2.59805555555556,2.40527777777778,2.54083333333333,2.52583333333333,2.53138888888889,3.10111111111111,2.81694444444444,2.69083333333333,2.49972222222222,2.56833333333333,3.21194444444444,2.90305555555556,0,2.62583333333333,2.44222222222222,2.71805555555556,2.43277777777778,2.45,2.51611111111111,2.55222222222222,2.88972222222222,4.27972222222222,4.02138888888889,0.616944444444444,0.771944444444444,2.46861111111111,1.96694444444444,2.42722222222222,2.53138888888889,2.17361111111111,2.70333333333333,2.45083333333333,2.31416666666667,2.50361111111111,2.44916666666667,2.49944444444444,2.48388888888889,3.15277777777778,2.2175,4.42138888888889,2.76611111111111,4.27805555555556,2.38805555555556,1.24305555555556,0.366666666666667,2.33638888888889,1.34277777777778,2.73361111111111,3.96944444444444,2.44916666666667,0.5825,2.49583333333333,2.2275,2.52833333333333,2.62361111111111,2.46361111111111,2.47666666666667,2.38638888888889
1012,0.878055555555556,3.65416666666667,1.40027777777778,0.708333333333333,0.371388888888889,0.444722222222222,0.143888888888889,0.631666666666667,0.168333333333333,0.460277777777778,1.98138888888889,0.947777777777778,2.13277777777778,0.212222222222222,2.01861111111111,0.5625,1.08194444444444,0.631944444444444,0.258333333333333,1.06333333333333,0.491666666666667,1.27027777777778,0.601111111111111,0.624166666666667,0.469722222222222,0.6075,0.575,0.743888888888889,0.670277777777778,0.540277777777778,0.608888888888889,0.804722222222222,0.248888888888889,0.262777777777778,0.480277777777778,2.07555555555556,0.583888888888889,0.661944444444444,0.708611111111111,0.613333333333333,0.663611111111111,0.469722222222222,0.6075,0.651666666666667,0.528333333333333,0.381666666666667,0.911388888888889,0.716388888888889,0.155833333333333,0.630277777777778,0.231666666666667,0.931111111111111,0.713333333333333,2.56361111111111,0,0.512777777777778,0.827222222222222,0.635277777777778,0.580833333333333,0.478055555555556,0.559166666666667,0.700277777777778,2.38888888888889,2.20972222222222,2.81833333333333,2.87166666666667,0.564722222222222,0.942777777777778,0.6025,0.578333333333333,0.735833333333333,0.295277777777778,0.653333333333333,0.9675,0.550277777777778,0.651666666666667,0.4875,0.600833333333333,0.976111111111111,0.775555555555556,2.23194444444444,1.56444444444444,2.3875,0.590555555555556,2.93722222222222,2.71416666666667,1.09166666666667,1.41444444444444,0.9425,2.07861111111111,0.651666666666667,2.83722222222222,0.618611111111111,0.842777777777778,0.575277777777778,0.039444444444444,0.666111111111111,0.364722222222222,0.588888888888889
"L858",0.809444444444444,3.86138888888889,1.2225,0.6225,0.729444444444444,0.705,0.505555555555556,0.544166666666667,0.435277777777778,0.485,1.91305555555556,0.889722222222222,2.06416666666667,0.4875,1.84083333333333,0.196111111111111,0.904166666666667,0.750555555555555,0.572222222222222,1.42166666666667,0.409444444444444,1.09277777777778,0.373333333333333,0.1875,0.4425,0.188333333333333,0.433888888888889,0.496388888888889,0.381111111111111,0.321944444444444,0.397777777777778,0.626944444444444,0.643055555555556,0.571388888888889,0.411944444444444,2.00722222222222,0.396666666666667,0.437777777777778,0.530833333333333,0.334166666666667,0.4225,0.4425,0.188333333333333,0.446666666666667,0.431388888888889,0.25,1.11861111111111,0.834722222222222,0.576111111111111,0.544444444444444,0.438611111111111,1.22972222222222,0.920833333333333,2.38583333333333,0.510833333333333,0,0.758611111111111,0.346111111111111,0.495,0.390277777777778,0.471666666666667,0.9075,2.32027777777778,2.13194444444444,2.64083333333333,2.69416666666667,0.496111111111111,0.765,0.124166666666667,0.437222222222222,0.558055555555556,0.609166666666667,0.364166666666667,0.789722222222222,0.409166666666667,0.362222222222222,0.405277777777778,0.389444444444444,1.17027777777778,0.597777777777778,2.43916666666667,1.48666666666667,2.31888888888889,0.311666666666667,2.75944444444444,2.53666666666667,0.913888888888889,1.23666666666667,0.864722222222222,2.01027777777778,0.408333333333333,2.65972222222222,0.540833333333333,0.665,0.434166666666667,0.508611111111111,0.376944444444444,0.300833333333333,0.300833333333333
1444,0.254166666666667,3.37694444444444,1.49972222222222,0.316111111111111,0.889166666666667,0.557222222222222,0.795,0.310555555555555,0.748888888888889,0.851666666666667,1.35777777777778,0.123888888888889,1.50888888888889,0.822222222222222,2.11777777777778,0.661666666666667,1.18111111111111,0.322777777777778,0.941666666666667,1.25805555555556,0.776111111111111,1.36972222222222,0.700555555555556,0.792222222222222,0.544166666666667,0.706944444444444,0.800833333333333,0.843333333333333,0.769722222222222,0.688611111111111,0.764444444444445,0.904166666666667,0.9325,0.938055555555555,0.437777777777778,1.45166666666667,0.683333333333333,0.804444444444444,0.808055555555555,0.7125,0.763055555555556,0.544166666666667,0.706944444444444,0.813333333333333,0.798333333333333,0.706111111111111,0.952222222222222,0.340277777777778,0.865277777777778,0.451944444444444,0.742777777777778,1.06333333333333,0.754444444444444,2.66277777777778,0.800277777777778,0.732222222222222,0,0.734722222222222,0.623888888888889,0.442777777777778,0.376111111111111,0.741111111111111,1.765,2.06694444444444,2.91777777777778,2.97111111111111,0.302777777777778,1.04222222222222,0.728888888888889,0.803888888888889,0.835277777777778,0.978611111111111,0.752777777777778,1.06666666666667,0.776111111111111,0.751111111111111,0.771944444444444,0.756388888888889,1.00388888888889,0.875,1.95472222222222,1.42166666666667,1.76361111111111,0.69,3.03638888888889,2.81361111111111,1.19083333333333,1.51388888888889,0.799444444444444,1.45472222222222,0.750833333333333,2.93666666666667,0.475833333333333,0.941944444444444,0.800833333333333,0.798055555555556,0.765555555555555,0.651111111111111,0.688333333333333
"L227",0.855,3.90444444444444,1.25583333333333,0.663611111111111,0.845277777777778,0.766666666666667,0.706666666666667,0.633611111111111,0.660555555555556,0.378611111111111,1.95833333333333,0.935,2.10944444444444,0.733888888888889,1.87416666666667,0.295555555555555,0.937222222222222,0.793611111111111,0.488055555555556,1.4675,0.303055555555556,1.12583333333333,0.263888888888889,0.443888888888889,0.684166666666667,0.363888888888889,0.344444444444444,0.211111111111111,0.2025,0.215555555555555,0.296111111111111,0.660277777777778,0.584722222222222,0.487222222222222,0.445,2.0525,0.341666666666667,0.2275,0.564166666666667,0.320555555555555,0.130555555555556,0.684166666666667,0.363888888888889,0.219722222222222,0.341944444444444,0.508888888888889,1.16166666666667,0.877777777777778,0.620833333333333,0.585833333333333,0.654444444444444,1.27277777777778,0.963888888888889,2.41888888888889,0.663055555555555,0.395555555555555,0.803888888888889,0,0.536111111111111,0.601944444444444,0.613055555555556,0.950555555555555,2.36583333333333,2.17305555555556,2.67388888888889,2.72722222222222,0.529444444444444,0.798333333333333,0.380833333333333,0.3475,0.591388888888889,0.525,0.050277777777778,0.822777777777778,0.319722222222222,0.101388888888889,0.321111111111111,0.288055555555555,1.21333333333333,0.631111111111111,2.48222222222222,1.52777777777778,2.36416666666667,0.302777777777778,2.7925,2.56972222222222,0.946944444444444,1.27,0.905833333333333,2.05555555555556,0.118611111111111,2.69277777777778,0.581944444444444,0.698055555555556,0.344444444444444,0.624444444444444,0.159722222222222,0.559722222222222,0.291388888888889
1062,0.675277777777778,3.77138888888889,1.2825,0.484166666666667,0.8125,0.633611111111111,0.588611111111111,0.454166666666667,0.542777777777778,0.623333333333333,1.77861111111111,0.755555555555556,1.93,0.615833333333333,1.90055555555556,0.437222222222222,0.963888888888889,0.660555555555556,0.710555555555556,1.33444444444444,0.547777777777778,1.1525,0.481944444444444,0.5675,0.566388888888889,0.482222222222222,0.5725,0.624722222222222,0.551111111111111,0.460277777777778,0.536111111111111,0.686666666666667,0.726111111111111,0.71,0.327777777777778,1.87277777777778,0.466944444444444,0.576111111111111,0.590833333333333,0.491111111111111,0.544444444444444,0.566388888888889,0.482222222222222,0.585277777777778,0.57,0.499722222222222,1.02861111111111,0.744722222222222,0.659166666666667,0.406111111111111,0.536666666666667,1.13972222222222,0.830833333333333,2.44555555555556,0.593888888888889,0.535833333333333,0.624444444444444,0.515833333333333,0,0.484166666666667,0.48,0.8175,2.18611111111111,1.99333333333333,2.70055555555556,2.75388888888889,0.406944444444444,0.825,0.504444444444444,0.575555555555556,0.618055555555556,0.7475,0.534166666666667,0.849444444444444,0.547777777777778,0.532222222222222,0.543888888888889,0.528055555555556,1.08027777777778,0.657777777777778,2.34916666666667,1.34805555555556,2.18472222222222,0.468611111111111,2.81916666666667,2.59638888888889,0.973611111111111,1.29666666666667,0.726111111111111,1.87583333333333,0.532222222222222,2.71944444444444,0.402222222222222,0.724722222222222,0.5725,0.591666666666667,0.546944444444444,0.445,0.466944444444444
"L025",0.572777777777778,3.61194444444444,1.355,0.396111111111111,0.744722222222222,0.474166666666667,0.520833333333333,0.294722222222222,0.474722222222222,0.710277777777778,1.67638888888889,0.653055555555556,1.8275,0.548055555555556,1.97333333333333,0.536944444444444,1.03666666666667,0.500833333333333,0.6675,1.175,0.635,1.225,0.555833333333333,0.568055555555556,0.285,0.575833333333333,0.659444444444445,0.698888888888889,0.625,0.547222222222222,0.623055555555556,0.759444444444444,0.658333333333333,0.671944444444444,0.3,1.77055555555556,0.538611111111111,0.663055555555555,0.663333333333333,0.568055555555556,0.618333333333333,0.285,0.575833333333333,0.672222222222222,0.656944444444444,0.431666666666667,0.869166666666666,0.585277777777778,0.591111111111111,0.373055555555555,0.468611111111111,0.98,0.671388888888889,2.51833333333333,0.526111111111111,0.456666666666667,0.521944444444444,0.59,0.535555555555556,0,0.222222222222222,0.658055555555556,2.08388888888889,2.00111111111111,2.77333333333333,2.82666666666667,0.268055555555555,0.8975,0.546388888888889,0.6625,0.690555555555556,0.704444444444444,0.608055555555556,0.922222222222222,0.634722222222222,0.606388888888889,0.630833333333333,0.615,0.920833333333333,0.730277777777778,2.18972222222222,1.35583333333333,2.08222222222222,0.545277777777778,2.89194444444444,2.66916666666667,1.04638888888889,1.36916666666667,0.733888888888889,1.77361111111111,0.606388888888889,2.79194444444444,0.41,0.7975,0.659444444444445,0.523888888888889,0.620833333333333,0.361388888888889,0.543611111111111
"L606",0.5375,3.48833333333333,1.36861111111111,0.355555555555555,0.6825,0.350555555555555,0.534166666666667,0.205833333333333,0.488333333333333,0.723888888888889,1.64083333333333,0.624444444444444,1.79194444444444,0.561388888888889,1.98666666666667,0.550277777777778,1.05,0.3775,0.681111111111111,1.05138888888889,0.648333333333333,1.23861111111111,0.569444444444444,0.581666666666667,0.277222222222222,0.589166666666667,0.672777777777778,0.712222222222222,0.638333333333333,0.560833333333333,0.636666666666667,0.772777777777778,0.671666666666667,0.685277777777778,0.300277777777778,1.735,0.552222222222222,0.676666666666667,0.676944444444444,0.581388888888889,0.631666666666667,0.277222222222222,0.589166666666667,0.685555555555556,0.670277777777778,0.445277777777778,0.745555555555556,0.461666666666667,0.604722222222222,0.358611111111111,0.481944444444444,0.856666666666667,0.547777777777778,2.53166666666667,0.539444444444444,0.47,0.486388888888889,0.603333333333333,0.517777777777778,0.228333333333333,0,0.534444444444445,2.04833333333333,1.95166666666667,2.78666666666667,2.84,0.215555555555555,0.910833333333333,0.559722222222222,0.676111111111111,0.703888888888889,0.718055555555556,0.621666666666667,0.935555555555556,0.648333333333333,0.619722222222222,0.644166666666667,0.628611111111111,0.797222222222222,0.743888888888889,2.06611111111111,1.30638888888889,2.04666666666667,0.558888888888889,2.90527777777778,2.6825,1.05972222222222,1.38277777777778,0.684444444444444,1.73805555555556,0.619722222222222,2.80555555555556,0.360555555555556,0.810833333333333,0.673055555555556,0.537222222222222,0.634444444444444,0.375,0.557222222222222
"L602",0.841388888888889,3.40333333333333,1.67416666666667,0.664722222222222,0.678055555555556,0.288333333333333,0.634722222222222,0.531666666666667,0.701666666666667,1.00972222222222,1.92833333333333,0.812222222222222,2.07944444444444,0.745833333333333,2.29222222222222,0.836111111111111,1.35555555555556,0.496388888888889,0.807777777777778,0.966388888888889,0.98,1.54416666666667,0.875,0.966666666666667,0.588333333333333,0.881388888888889,1.00444444444444,1.01777777777778,0.944166666666667,0.892222222222222,0.968055555555556,1.07833333333333,0.798611111111111,0.812222222222222,0.606944444444444,2.03333333333333,0.857777777777778,1.00805555555556,0.9825,0.886944444444444,0.9375,0.588333333333333,0.881388888888889,1.01722222222222,1.00194444444444,0.795833333333333,0.477777777777778,0.580833333333333,0.732777777777778,0.6625,0.565,0.638055555555556,0.4625,2.83722222222222,0.6575,0.914722222222222,0.722777777777778,0.908888888888889,0.824722222222222,0.654722222222222,0.451944444444444,0,2.33555555555556,2.25833333333333,3.09222222222222,3.14555555555556,0.518055555555556,1.21666666666667,0.903333333333333,1.0075,1.00972222222222,0.845,0.927222222222222,1.24111111111111,0.979722222222222,0.925277777777778,0.975833333333333,0.96,0.7125,1.04944444444444,1.98138888888889,1.61305555555556,2.33416666666667,0.864444444444444,3.21083333333333,2.98805555555556,1.36527777777778,1.68833333333333,0.991111111111111,2.02527777777778,0.925277777777778,3.11111111111111,0.667222222222222,1.11638888888889,1.00444444444444,0.655277777777778,0.94,0.828055555555555,0.862777777777778
5223,1.80388888888889,3.02583333333333,3.22916666666667,2.04583333333333,2.61861111111111,2.28694444444444,2.52444444444444,2.04,2.47861111111111,2.58111111111111,0.920277777777778,1.97833333333333,1.54,2.55166666666667,3.8475,2.39138888888889,2.91083333333333,2.145,2.67138888888889,2.4175,2.50555555555556,3.09916666666667,2.43,2.52166666666667,2.27361111111111,2.43638888888889,2.53027777777778,2.57277777777778,2.49916666666667,2.41805555555556,2.49388888888889,2.63361111111111,2.66194444444444,2.66777777777778,2.16722222222222,2.49555555555556,2.41277777777778,2.53388888888889,2.5375,2.44194444444444,2.4925,2.27361111111111,2.43638888888889,2.54277777777778,2.52777777777778,2.43555555555556,2.39138888888889,2.11138888888889,2.595,2.18138888888889,2.47222222222222,2.50222222222222,2.22166666666667,4.39222222222222,2.52972222222222,2.46194444444444,1.87666666666667,2.46416666666667,2.35361111111111,2.17222222222222,2.10555555555556,2.46416666666667,0,2.68666666666667,4.64722222222222,4.70055555555556,2.03222222222222,2.77166666666667,2.45861111111111,2.53333333333333,2.56472222222222,2.70833333333333,2.48222222222222,2.79638888888889,2.50555555555556,2.48055555555556,2.50138888888889,2.48583333333333,2.16361111111111,2.60444444444444,2.27444444444444,2.90833333333333,0.131666666666667,2.41944444444444,4.76611111111111,4.54305555555556,2.92027777777778,3.24333333333333,2.26055555555556,0.849722222222222,2.48027777777778,4.66611111111111,2.20527777777778,2.67138888888889,2.53027777777778,2.5275,2.495,2.38083333333333,2.41777777777778
"L157",2.04416666666667,4.53444444444444,2.82916666666667,1.85305555555556,2.32305555555556,1.99138888888889,2.13527777777778,1.82305555555556,2.08944444444444,2.17,1.93555555555556,2.12444444444444,1.38722222222222,2.1625,3.34944444444444,1.98361111111111,2.405,2.01805555555556,2.25722222222222,2.69194444444444,2.09444444444444,2.60111111111111,2.02861111111111,2.11416666666667,1.97805555555556,2.02888888888889,2.11916666666667,2.17138888888889,2.0975,2.00694444444444,2.08277777777778,2.23333333333333,2.27277777777778,2.25638888888889,1.76,1.32305555555556,2.01361111111111,2.12277777777778,2.13722222222222,2.03777777777778,2.09083333333333,1.97805555555556,2.02888888888889,2.13166666666667,2.11666666666667,2.04638888888889,2.38638888888889,2.10222222222222,2.20583333333333,1.775,2.08305555555556,2.49722222222222,2.18833333333333,3.89416666666667,2.14055555555556,2.0825,1.99333333333333,2.0625,1.94222222222222,1.90583333333333,1.8375,2.175,2.58277777777778,0,4.14916666666667,4.2025,1.76444444444444,2.37138888888889,2.05111111111111,2.12222222222222,2.16444444444444,2.29416666666667,2.08083333333333,2.39611111111111,2.09444444444444,2.07888888888889,2.09027777777778,2.07472222222222,2.43805555555556,2.20416666666667,3.46722222222222,1.70638888888889,2.58111111111111,2.015,4.26805555555556,4.045,2.52027777777778,2.74527777777778,1.6875,1.89416666666667,2.07888888888889,4.16805555555556,1.65583333333333,2.27138888888889,2.11916666666667,2.13833333333333,2.09333333333333,1.99166666666667,2.01333333333333
